RunNum,BlockType,Category,Onset,Response,ResponseTime,Accuracy,ImageName,GoTrial
1,1,things that are white,1468248454.16,Y,1.1299290657,0,pickup truck.jpg,0
1,1,things that are white,1468248456.17,NA,2.01648807526,1,lettuce.jpg,0
1,1,things that are white,1468248458.18,Y,0.655501127243,1,daisies.jpg,1
1,1,things that are white,1468248460.19,Y,0.833046913147,1,970801_3331_1073_oslp.jpg,1
1,1,things that are white,1468248462.19,NA,2.00908303261,1,peaches.jpg,0
1,1,things that are white,1468248464.2,NA,2.02862596512,1,lute.jpg,0
1,1,things that are white,1468248466.23,Y,0.559382915497,1,baby carriage 11.jpg,1
1,1,things that are white,1468248468.24,NA,2.0273680687,1,hammer.jpg,0
1,1,things that are white,1468248470.26,NA,2.01125001907,1,harp.jpg,0
1,1,things that are white,1468248472.28,Y,0.560550928116,1,970801_1011_1061_oslp.jpg,1
1,1,things that are white,1468248474.29,NA,2.0015900135,1,scuba diver.jpg,0
1,1,things that are white,1468248476.29,Y,0.591999053955,1,white spring.jpg,1
1,2,home appliances,1468248480.85,NA,2.01997303963,1,rabbi.jpg,0
1,2,home appliances,1468248482.87,Y,1.55598211288,0,wrench.jpg,0
1,2,home appliances,1468248484.9,Y,0.806826114655,1,970801_0387_1047_oslp.jpg,1
1,2,home appliances,1468248486.92,Y,0.699444770813,1,970801_0387_1041_oslp.jpg,1
1,2,home appliances,1468248488.94,Y,1.13296985626,1,970801_0387_1045_oslp.jpg,1
1,2,home appliances,1468248490.95,NA,2.02091789246,1,tricycle.jpg,0
1,2,home appliances,1468248492.97,NA,2.00125598907,1,watermelon.jpg,0
1,2,home appliances,1468248494.97,NA,2.00128817558,1,car.jpg,0
1,2,home appliances,1468248496.97,NA,2.02942299843,1,paintbrush.jpg,0
1,2,home appliances,1468248499,Y,1.0880920887,1,970801_2963_1045_oslpw.jpg,1
1,2,home appliances,1468248501.03,NA,2.02237606049,1,dog.jpg,0
1,2,home appliances,1468248503.05,NA,2.01643490791,1,yacht.jpg,0
1,1,things that are soft,1468248507.64,Y,0.932461977005,1,toilet paper roll 2.jpg,1
1,1,things that are soft,1468248509.65,Y,0.898537874222,1,fur hat.jpg,1
1,1,things that are soft,1468248511.66,NA,2.01784491539,1,arch.jpg,0
1,1,things that are soft,1468248513.68,NA,2.01262116432,1,turtle.jpg,0
1,1,things that are soft,1468248515.69,Y,1.08717107773,1,chair 379.jpg,1
1,1,things that are soft,1468248517.69,NA,2.01458311081,1,snake.jpg,0
1,1,things that are soft,1468248519.71,NA,2.03248286247,1,thumbtack.jpg,0
1,1,things that are soft,1468248521.74,NA,2.00219583511,1,sedan.jpg,0
1,1,things that are soft,1468248523.74,NA,2.00407195091,1,motorcycle.jpg,0
1,1,things that are soft,1468248525.75,Y,0.948714971542,1,blanket.jpg,1
1,1,things that are soft,1468248527.77,NA,2.01909279823,1,cheese grater.jpg,0
1,1,things that are soft,1468248529.79,Y,0.754648923874,1,angorarabbit07.jpg,1
1,2,non food things found in the kitchen,1468248534.56,NA,2.02227115631,1,snowmobile.jpg,0
1,2,non food things found in the kitchen,1468248536.58,NA,2.00623393059,1,apple.jpg,0
1,2,non food things found in the kitchen,1468248538.59,NA,2.03221297264,1,christmas stockings.jpg,0
1,2,non food things found in the kitchen,1468248540.62,NA,2.01002907753,1,apricots.jpg,0
1,2,non food things found in the kitchen,1468248542.63,Y,0.729115962982,1,970801_2963_2020_oslp.jpg,1
1,2,non food things found in the kitchen,1468248544.64,Y,0.708552122116,1,970801_4233_1077_oslp.jpg,1
1,2,non food things found in the kitchen,1468248546.67,Y,0.665594100952,1,970801_2963_1014_oslp.jpg,1
1,2,non food things found in the kitchen,1468248548.68,NA,2.02861499786,1,asparagus.jpg,0
1,2,non food things found in the kitchen,1468248550.71,NA,2.01889705658,1,shovel.jpg,0
1,2,non food things found in the kitchen,1468248552.73,Y,0.899991035461,1,970801_2964_1046_oslp.jpg,1
1,2,non food things found in the kitchen,1468248554.74,NA,2.01941299438,1,marshmallows.jpg,0
1,2,non food things found in the kitchen,1468248556.76,NA,2.00989508629,1,tuba.jpg,0
1,1,things that are orange,1468248575.14,NA,2.01160597801,1,tuxedo.jpg,0
1,1,things that are orange,1468248577.15,NA,2.02787208557,1,ballerina.jpg,0
1,1,things that are orange,1468248579.18,NA,2.02041101456,1,bread knife.jpg,0
1,1,things that are orange,1468248581.2,NA,2.01090312004,1,nurse.jpg,0
1,1,things that are orange,1468248583.21,Y,0.691139936447,1,970801_3688_1001_oslp.jpg,1
