RunNum,BlockType,Category,Onset,Response,ResponseTime,Accuracy,ImageName,GoTrial
1,1,things that are white,1463689902.5,N,2.02089595795,1,scuba diver.jpg,0
1,1,things that are white,1463689904.52,N,2.00356698036,1,peaches.jpg,0
1,1,things that are white,1463689906.52,Y,1.05444908142,1,rabbit 13.jpg,1
1,1,things that are white,1463689908.52,N,2.01982402802,1,hacksaw.jpg,0
1,1,things that are white,1463689910.54,Y,0.650259017944,1,egg 14.jpg,1
1,1,things that are white,1463689912.55,N,2.00645089149,1,sauce pot.jpg,0
1,1,things that are white,1463689914.55,N,2.01545190811,1,harp.jpg,0
1,1,things that are white,1463689916.57,N,2.01558685303,1,raincoat.jpg,0
1,1,things that are white,1463689918.58,Y,0.763544082642,1,pregnant woman sitting 4.jpg,1
1,1,things that are white,1463689920.59,N,2.01816892624,1,drill.jpg,0
1,1,things that are white,1463689922.61,Y,0.71959400177,1,glass of milk.jpg,1
1,1,things that are white,1463689924.61,N,2.01828694344,1,piccolo.jpg,0
1,2,things that fly,1463689928.87,Y,0.771285057068,1,blue butterfly.jpg,1
1,2,things that fly,1463689930.89,N,2.01463913918,1,robe.jpg,0
1,2,things that fly,1463689932.91,N,2.03321003914,1,hippopotamus.jpg,0
1,2,things that fly,1463689934.94,N,2.01906394958,1,strawberry.jpg,0
1,2,things that fly,1463689936.96,N,2.03373599052,1,butter knife.jpg,0
1,2,things that fly,1463689939,N,2.01228094101,1,go-kart.jpg,0
1,2,things that fly,1463689941.01,Y,0.656476020813,1,ant lions 2.jpg,1
1,2,things that fly,1463689943.03,Y,0.797214031219,1,ladybugs.jpg,1
1,2,things that fly,1463689945.05,N,2.0148999691,1,octopus.jpg,0
1,2,things that fly,1463689947.06,Y,0.786159992218,1,970801_0383_1008_oslp.jpg,1
1,2,things that fly,1463689949.07,N,2.00590395927,1,swimmer.jpg,0
1,2,things that fly,1463689951.07,N,2.00836610794,1,stepladder.jpg,0
1,2,objects used for for transportation,1463689955.32,Y,0.939199924469,1,970801_9582_1004_oslp.jpg,1
1,2,objects used for for transportation,1463689957.34,N,2.02273797989,1,steamer.jpg,0
1,2,objects used for for transportation,1463689959.36,Y,0.763220071793,1,970801_4750_1025_oslp.jpg,1
1,2,objects used for for transportation,1463689961.37,N,2.02419185638,1,tank top.jpg,0
1,2,objects used for for transportation,1463689963.4,N,2.01560401917,1,tree.jpg,0
1,2,objects used for for transportation,1463689965.41,N,2.01402497292,1,saw.jpg,0
1,2,objects used for for transportation,1463689967.43,Y,0.823901891708,1,970801_0002_1009_oslp.jpg,1
1,2,objects used for for transportation,1463689969.43,N,2.01460790634,1,raisins.jpg,0
1,2,objects used for for transportation,1463689971.45,N,2.03143119812,1,pot.jpg,0
1,2,objects used for for transportation,1463689973.48,Y,0.68784403801,1,970801_1011_1055_oslp.jpg,1
1,2,objects used for for transportation,1463689975.48,N,2.01320099831,1,waffle iron.jpg,0
1,2,objects used for for transportation,1463689977.5,N,2.01519489288,1,panther.jpg,0
